Geopolitical Entity,Year,Sector,Level_Sankey,Lifecycle Step,Source,Target,Flow,Unit,Value (THOUSAND TONS)
Denmark,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),26.22756289
Denmark,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),25.27509883
Denmark,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),25.39840006
Estonia,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),5.3895
Estonia,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),4.90325
Estonia,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),4.72775
Estonia,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),4.72775
Estonia,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),2.735159864
Estonia,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),2.650689559
Estonia,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),2.028192696
Estonia,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),1.969712399
Estonia,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),2.103380544
Estonia,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),2.311144466
European Union (27 countries) + UK,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),2898.865
European Union (27 countries) + UK,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),2879.5585
European Union (27 countries) + UK,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),2914.2205
European Union (27 countries) + UK,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),2915.7905
European Union (27 countries) + UK,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),1783.983514
European Union (27 countries) + UK,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),1808.931628
European Union (27 countries) + UK,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),1783.449888
European Union (27 countries) + UK,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),1770.719472
European Union (27 countries) + UK,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),1794.911838
European Union (27 countries) + UK,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),1808.889114
Finland,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),46.218
Finland,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),45.00375
Finland,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),47.73175
Finland,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),47.73175
Finland,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),26.62239336
Finland,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),26.61214307
Finland,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),25.22055857
Finland,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),24.28616402
Finland,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),22.1911676
Finland,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),23.30662223
France,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),536.2845
France,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),543.0985
France,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),552.87925
France,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),552.87925
France,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),305.6385104
France,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),313.3122286
France,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),286.750745
France,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),280.8825823
France,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),281.5194362
France,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),292.0367868
Germany,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),311.3765
Germany,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),302.722
Germany,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),294.7265
Germany,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),294.7265
Germany,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),236.9621363
Germany,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),223.4033524
Germany,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),222.0368229
Germany,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),210.5427462
Germany,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),226.9393963
Germany,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),223.8407743
Greece,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),61.01675
Greece,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),59.415
Greece,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),54.57375
Greece,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),54.57375
Greece,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),25.20499094
Greece,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),26.68452415
Greece,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),25.85022422
Greece,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),24.97696643
Greece,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),28.04764702
Greece,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),27.91770931
Hungary,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),14.544
Hungary,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),13.17125
Hungary,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),13.2615
Hungary,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),13.2615
Hungary,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),9.105962605
Hungary,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),9.513784162
Hungary,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),9.877996816
Hungary,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),10.49221744
Hungary,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),10.30669861
Hungary,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),10.91691255
Ireland,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),23.125
Ireland,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),24.81175
Ireland,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),25.4525
Ireland,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),25.4525
Ireland,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),13.09526901
Ireland,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),12.85755395
Ireland,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),16.29046275
Ireland,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),16.67751847
Ireland,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),18.02133832
Ireland,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),20.07738051
Italy,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),372.65975
Italy,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),376.8085
Italy,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),391.33125
Italy,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),391.33125
Italy,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),218.5124829
Italy,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),219.7688129
Italy,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),236.1385742
Italy,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),244.1903368
Italy,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),254.9443618
Italy,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),253.3362922
Latvia,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),12.95025
Latvia,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),14.26875
Latvia,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),14.3535
Latvia,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),14.3535
Latvia,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),7.726244227
Latvia,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),8.40578466
Latvia,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),8.353581268
Latvia,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),8.05916272
Latvia,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),8.0018109
Latvia,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),7.920752939
Lithuania,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),34.3595
Lithuania,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),34.025
Lithuania,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),33.09475
Lithuania,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),33.09475
Lithuania,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),25.33018284
Lithuania,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),25.48916323
Lithuania,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),13.90121213
Lithuania,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),13.87351763
Lithuania,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),13.71339395
Lithuania,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),13.57308209
Luxembourg,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),1.628352802
Luxembourg,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),1.697770345
Luxembourg,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),1.886259683
Luxembourg,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),1.950905208
Luxembourg,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),2.217124655
