Geopolitical Entity,Year,Sector,Level_Sankey,Lifecycle Step,Source,Target,Flow,Unit,Value (THOUSAND TONS)
Denmark,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1085.753408
Denmark,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1083.276604
Denmark,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1078.320172
Denmark,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1081.533172
Denmark,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1105.916239
Estonia,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),263.1262818
Estonia,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),262.7663243
Estonia,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),258.9218616
Estonia,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),255.8271221
Estonia,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),253.9517967
Estonia,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),257.1408663
Estonia,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),253.4512533
Estonia,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),251.527986
Estonia,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),250.8488201
Estonia,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),251.2024958
European Union (27 countries) + UK,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),104524.0723
European Union (27 countries) + UK,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),104813.2436
European Union (27 countries) + UK,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),104854.0022
European Union (27 countries) + UK,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),105473.5371
European Union (27 countries) + UK,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),105236.1182
European Union (27 countries) + UK,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),105882.7879
European Union (27 countries) + UK,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),105041.348
European Union (27 countries) + UK,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),105483.5602
European Union (27 countries) + UK,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),106331.0616
European Union (27 countries) + UK,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),106943.8378
Finland,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),986.0493263
Finland,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),991.7041677
Finland,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1009.306491
Finland,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1014.651592
Finland,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1020.704264
Finland,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1043.1873
Finland,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1035.374939
Finland,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1032.670562
Finland,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1042.323813
Finland,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1045.567832
France,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13185.47106
France,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13169.87349
France,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13308.8525
France,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13317.33901
France,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13191.47079
France,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13269.33816
France,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13331.72618
France,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13461.45951
France,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13517.35104
France,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13629.28584
Germany,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),17619.10387
Germany,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),17526.65764
Germany,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),17414.39538
Germany,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),17562.68387
Germany,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),17425.17226
Germany,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),17429.34199
Germany,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),17306.87308
Germany,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),17399.77945
Germany,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),17605.93943
Germany,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),17633.29023
Greece,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),2483.054861
Greece,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),2464.296538
Greece,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),2415.034597
Greece,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),2423.122027
Greece,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),2420.415787
Greece,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),2414.681385
Greece,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),2356.766607
Greece,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),2329.019792
Greece,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),2283.26662
Greece,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),2278.459516
Hungary,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1915.980917
Hungary,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1910.167351
Hungary,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1864.799792
Hungary,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1856.944254
Hungary,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1810.672046
Hungary,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1851.585935
Hungary,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1839.613459
Hungary,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1900.632031
Hungary,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1919.589244
Hungary,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1923.72138
Ireland,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),931.5281812
Ireland,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),949.5682057
Ireland,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),973.536715
Ireland,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),989.7291405
Ireland,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1003.167277
Ireland,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1002.900368
Ireland,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1023.454477
Ireland,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1043.166172
Ireland,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1064.615168
Ireland,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1073.185435
Italy,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13487.97207
Italy,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13593.89227
Italy,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13571.91545
Italy,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13643.87973
Italy,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13637.83731
Italy,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13724.2373
Italy,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13253.3588
Italy,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13429.98903
Italy,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13459.81621
Italy,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13456.83927
Latvia,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),400.9045727
Latvia,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),398.5123972
Latvia,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),387.9522082
Latvia,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),387.5608522
Latvia,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),380.6573639
Latvia,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),390.6860115
Latvia,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),381.4119677
Latvia,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),374.0668775
Latvia,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),370.1301746
Latvia,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),368.631694
Lithuania,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),640.5533628
Lithuania,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),625.6801216
Lithuania,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),598.2695695
Lithuania,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),609.1189342
Lithuania,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),598.5514588
Lithuania,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),597.6555446
Lithuania,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),589.7612186
