"TIME","GEO","NRG_BAL","SIEC","UNIT","Value","Flag and Footnotes"
"2010","Germany (until 1990 former territory of the FRG)","Indigenous production","Renewable municipal waste","Terajoule","97,703.000",""
"2010","Estonia","Indigenous production","Geothermal","Terajoule","0.000",""
"2010","Estonia","Indigenous production","Solar thermal","Terajoule","0.000",""
"2010","Estonia","Indigenous production","Primary solid biofuels","Terajoule","40,096.000",""
"2010","Estonia","Indigenous production","Biogases","Terajoule","155.000",""
"2010","Estonia","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2010","Ireland","Indigenous production","Geothermal","Terajoule","0.000",""
"2010","Ireland","Indigenous production","Solar thermal","Terajoule","314.003",""
"2010","Ireland","Indigenous production","Primary solid biofuels","Terajoule","7,968.162",""
"2010","Ireland","Indigenous production","Biogases","Terajoule","2,445.467",""
"2010","Ireland","Indigenous production","Renewable municipal waste","Terajoule","266.550",""
"2010","Greece","Indigenous production","Geothermal","Terajoule","670.300",""
"2010","Greece","Indigenous production","Solar thermal","Terajoule","10,108.000",""
"2010","Greece","Indigenous production","Primary solid biofuels","Terajoule","30,351.000",""
"2010","Greece","Indigenous production","Biogases","Terajoule","2,065.000",""
"2010","Greece","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2010","Spain","Indigenous production","Geothermal","Terajoule","670.000",""
"2010","Spain","Indigenous production","Solar thermal","Terajoule","20,195.687",""
"2010","Spain","Indigenous production","Primary solid biofuels","Terajoule","195,340.000",""
"2010","Spain","Indigenous production","Biogases","Terajoule","11,600.000",""
"2010","Spain","Indigenous production","Renewable municipal waste","Terajoule","7,293.000",""
"2010","France","Indigenous production","Geothermal","Terajoule","7,308.644",""
"2010","France","Indigenous production","Solar thermal","Terajoule","2,694.000",""
"2010","France","Indigenous production","Primary solid biofuels","Terajoule","432,833.000",""
"2010","France","Indigenous production","Biogases","Terajoule","18,389.000",""
"2010","France","Indigenous production","Renewable municipal waste","Terajoule","51,076.363",""
"2010","Croatia","Indigenous production","Geothermal","Terajoule","285.000",""
"2010","Croatia","Indigenous production","Solar thermal","Terajoule","218.000",""
"2010","Croatia","Indigenous production","Primary solid biofuels","Terajoule","56,056.000",""
"2010","Croatia","Indigenous production","Biogases","Terajoule","298.000",""
"2010","Croatia","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2010","Italy","Indigenous production","Geothermal","Terajoule","199,954.000",""
"2010","Italy","Indigenous production","Solar thermal","Terajoule","5,616.000",""
"2010","Italy","Indigenous production","Primary solid biofuels","Terajoule","293,574.000",""
"2010","Italy","Indigenous production","Biogases","Terajoule","21,250.000",""
"2010","Italy","Indigenous production","Renewable municipal waste","Terajoule","32,589.000",""
"2010","Cyprus","Indigenous production","Geothermal","Terajoule","32.000",""
"2010","Cyprus","Indigenous production","Solar thermal","Terajoule","2,545.000",""
"2010","Cyprus","Indigenous production","Primary solid biofuels","Terajoule","401.000",""
"2010","Cyprus","Indigenous production","Biogases","Terajoule","274.000",""
"2010","Cyprus","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2010","Latvia","Indigenous production","Geothermal","Terajoule","0.000",""
"2010","Latvia","Indigenous production","Solar thermal","Terajoule","0.000",""
"2010","Latvia","Indigenous production","Primary solid biofuels","Terajoule","66,823.000",""
"2010","Latvia","Indigenous production","Biogases","Terajoule","558.000",""
"2010","Latvia","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2010","Lithuania","Indigenous production","Geothermal","Terajoule","190.000",""
"2010","Lithuania","Indigenous production","Solar thermal","Terajoule","0.000",""
"2010","Lithuania","Indigenous production","Primary solid biofuels","Terajoule","41,962.000",""
"2010","Lithuania","Indigenous production","Biogases","Terajoule","418.000",""
"2010","Lithuania","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2010","Luxembourg","Indigenous production","Geothermal","Terajoule","0.000",""
"2010","Luxembourg","Indigenous production","Solar thermal","Terajoule","38.134",""
"2010","Luxembourg","Indigenous production","Primary solid biofuels","Terajoule","2,052.934",""
"2010","Luxembourg","Indigenous production","Biogases","Terajoule","490.000",""
"2010","Luxembourg","Indigenous production","Renewable municipal waste","Terajoule","420.628",""
"2010","Hungary","Indigenous production","Geothermal","Terajoule","4,130.000",""
"2010","Hungary","Indigenous production","Solar thermal","Terajoule","225.000",""
"2010","Hungary","Indigenous production","Primary solid biofuels","Terajoule","98,248.000",""
"2010","Hungary","Indigenous production","Biogases","Terajoule","1,516.000",""
"2010","Hungary","Indigenous production","Renewable municipal waste","Terajoule","2,229.000",""
"2010","Malta","Indigenous production","Geothermal","Terajoule","0.000",""
"2010","Malta","Indigenous production","Solar thermal","Terajoule","149.770",""
"2010","Malta","Indigenous production","Primary solid biofuels","Terajoule","0.000",""
"2010","Malta","Indigenous production","Biogases","Terajoule","6.000",""
"2010","Malta","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2010","Netherlands","Indigenous production","Geothermal","Terajoule","318.000",""
"2010","Netherlands","Indigenous production","Solar thermal","Terajoule","994.000",""
"2010","Netherlands","Indigenous production","Primary solid biofuels","Terajoule","50,575.000",""
"2010","Netherlands","Indigenous production","Biogases","Terajoule","11,984.000",""
"2010","Netherlands","Indigenous production","Renewable municipal waste","Terajoule","34,208.000",""
"2010","Austria","Indigenous production","Geothermal","Terajoule","1,446.106",""
"2010","Austria","Indigenous production","Solar thermal","Terajoule","6,858.269",""
"2010","Austria","Indigenous production","Primary solid biofuels","Terajoule","192,665.908",""
"2010","Austria","Indigenous production","Biogases","Terajoule","6,662.909",""
"2010","Austria","Indigenous production","Renewable municipal waste","Terajoule","5,758.228",""
"2010","Poland","Indigenous production","Geothermal","Terajoule","563.000",""
"2010","Poland","Indigenous production","Solar thermal","Terajoule","420.000",""
"2010","Poland","Indigenous production","Primary solid biofuels","Terajoule","245,606.000",""
"2010","Poland","Indigenous production","Biogases","Terajoule","4,797.000",""
"2010","Poland","Indigenous production","Renewable municipal waste","Terajoule","123.000",""
"2010","Portugal","Indigenous production","Geothermal","Terajoule","7,560.000",""
"2010","Portugal","Indigenous production","Solar thermal","Terajoule","2,013.000",""
"2010","Portugal","Indigenous production","Primary solid biofuels","Terajoule","117,488.000",""
"2010","Portugal","Indigenous production","Biogases","Terajoule","1,287.000",""
"2010","Portugal","Indigenous production","Renewable municipal waste","Terajoule","4,015.000",""
"2010","Romania","Indigenous production","Geothermal","Terajoule","962.000",""
"2010","Romania","Indigenous production","Solar thermal","Terajoule","4.000",""
"2010","Romania","Indigenous production","Primary solid biofuels","Terajoule","163,287.000",""
"2010","Romania","Indigenous production","Biogases","Terajoule","129.000",""
"2010","Romania","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2010","Slovenia","Indigenous production","Geothermal","Terajoule","811.000",""
"2010","Slovenia","Indigenous production","Solar thermal","Terajoule","344.000",""
"2010","Slovenia","Indigenous production","Primary solid biofuels","Terajoule","27,684.000",""
"2010","Slovenia","Indigenous production","Biogases","Terajoule","1,273.000",""
"2010","Slovenia","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2010","Slovakia","Indigenous production","Geothermal","Terajoule","348.000",""
"2010","Slovakia","Indigenous production","Solar thermal","Terajoule","179.000",""
"2010","Slovakia","Indigenous production","Primary solid biofuels","Terajoule","30,999.000",""
"2010","Slovakia","Indigenous production","Biogases","Terajoule","600.000",""
"2010","Slovakia","Indigenous production","Renewable municipal waste","Terajoule","908.000",""
"2010","Finland","Indigenous production","Geothermal","Terajoule","0.000",""
"2010","Finland","Indigenous production","Solar thermal","Terajoule","39.000",""
"2010","Finland","Indigenous production","Primary solid biofuels","Terajoule","323,748.000",""
"2010","Finland","Indigenous production","Biogases","Terajoule","1,692.000",""
"2010","Finland","Indigenous production","Renewable municipal waste","Terajoule","6,089.000",""
"2010","Sweden","Indigenous production","Geothermal","Terajoule","0.000",""
"2010","Sweden","Indigenous production","Solar thermal","Terajoule","432.000",""
"2010","Sweden","Indigenous production","Primary solid biofuels","Terajoule","387,311.000",""
"2010","Sweden","Indigenous production","Biogases","Terajoule","4,654.000",""
"2010","Sweden","Indigenous production","Renewable municipal waste","Terajoule","29,628.000",""
"2010","Iceland","Indigenous production","Geothermal","Terajoule","155,196.000",""
"2010","Iceland","Indigenous production","Solar thermal","Terajoule","0.000",""
"2010","Iceland","Indigenous production","Primary solid biofuels","Terajoule","0.000",""
"2010","Iceland","Indigenous production","Biogases","Terajoule","22.000",""
"2010","Iceland","Indigenous production","Renewable municipal waste","Terajoule","18.000",""
"2010","Norway","Indigenous production","Geothermal","Terajoule","0.000",""
"2010","Norway","Indigenous production","Solar thermal","Terajoule","0.000",""
"2010","Norway","Indigenous production","Primary solid biofuels","Terajoule","50,128.500",""
"2010","Norway","Indigenous production","Biogases","Terajoule","753.000",""
"2010","Norway","Indigenous production","Renewable municipal waste","Terajoule","5,824.000",""
"2010","United Kingdom","Indigenous production","Geothermal","Terajoule","33.000",""
"2010","United Kingdom","Indigenous production","Solar thermal","Terajoule","1,591.000",""
"2010","United Kingdom","Indigenous production","Primary solid biofuels","Terajoule","81,961.000",""
"2010","United Kingdom","Indigenous production","Biogases","Terajoule","77,640.000",""
"2010","United Kingdom","Indigenous production","Renewable municipal waste","Terajoule","18,785.000",""
"2010","Montenegro","Indigenous production","Geothermal","Terajoule","0.000",""
"2010","Montenegro","Indigenous production","Solar thermal","Terajoule","0.000",""
"2010","Montenegro","Indigenous production","Primary solid biofuels","Terajoule","6,821.000",""
"2010","Montenegro","Indigenous production","Biogases","Terajoule","0.000",""
"2010","Montenegro","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2010","North Macedonia","Indigenous production","Geothermal","Terajoule","476.000",""
"2010","North Macedonia","Indigenous production","Solar thermal","Terajoule","0.000",""
"2010","North Macedonia","Indigenous production","Primary solid biofuels","Terajoule","7,993.000",""
"2010","North Macedonia","Indigenous production","Biogases","Terajoule","0.000",""
"2010","North Macedonia","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2010","Albania","Indigenous production","Geothermal","Terajoule","0.000",""
"2010","Albania","Indigenous production","Solar thermal","Terajoule","281.000",""
"2010","Albania","Indigenous production","Primary solid biofuels","Terajoule","8,583.000",""
"2010","Albania","Indigenous production","Biogases","Terajoule","0.000",""
"2010","Albania","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2010","Serbia","Indigenous production","Geothermal","Terajoule","224.000",""
"2010","Serbia","Indigenous production","Solar thermal","Terajoule","0.000",""
"2010","Serbia","Indigenous production","Primary solid biofuels","Terajoule","43,393.000",""
"2010","Serbia","Indigenous production","Biogases","Terajoule","0.000",""
"2010","Serbia","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2010","Turkey","Indigenous production","Geothermal","Terajoule","82,317.000",""
"2010","Turkey","Indigenous production","Solar thermal","Terajoule","18,087.000",""
"2010","Turkey","Indigenous production","Primary solid biofuels","Terajoule","186,289.000",""
"2010","Turkey","Indigenous production","Biogases","Terajoule","2,846.000",""
"2010","Turkey","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2010","Bosnia and Herzegovina","Indigenous production","Geothermal","Terajoule",":",""
"2010","Bosnia and Herzegovina","Indigenous production","Solar thermal","Terajoule",":",""
"2010","Bosnia and Herzegovina","Indigenous production","Primary solid biofuels","Terajoule",":",""
"2010","Bosnia and Herzegovina","Indigenous production","Biogases","Terajoule",":",""
"2010","Bosnia and Herzegovina","Indigenous production","Renewable municipal waste","Terajoule",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Indigenous production","Geothermal","Terajoule","0.000",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Indigenous production","Solar thermal","Terajoule","10.000",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Indigenous production","Primary solid biofuels","Terajoule","9,844.000",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Indigenous production","Biogases","Terajoule","0.000",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2010","Moldova","Indigenous production","Geothermal","Terajoule","0.000",""
"2010","Moldova","Indigenous production","Solar thermal","Terajoule","0.000",""
"2010","Moldova","Indigenous production","Primary solid biofuels","Terajoule","21,158.000",""
"2010","Moldova","Indigenous production","Biogases","Terajoule","0.000",""
"2010","Moldova","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2010","Ukraine","Indigenous production","Geothermal","Terajoule","0.000",""
"2010","Ukraine","Indigenous production","Solar thermal","Terajoule","0.000",""
"2010","Ukraine","Indigenous production","Primary solid biofuels","Terajoule","69,753.000",""
"2010","Ukraine","Indigenous production","Biogases","Terajoule","0.000",""
"2010","Ukraine","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2010","Georgia","Indigenous production","Geothermal","Terajoule",":",""
"2010","Georgia","Indigenous production","Solar thermal","Terajoule",":",""
"2010","Georgia","Indigenous production","Primary solid biofuels","Terajoule",":",""
"2010","Georgia","Indigenous production","Biogases","Terajoule",":",""
"2010","Georgia","Indigenous production","Renewable municipal waste","Terajoule",":",""
"2011","European Union - 27 countries (from 2020)","Indigenous production","Geothermal","Terajoule","243,121.835",""
"2011","European Union - 27 countries (from 2020)","Indigenous production","Solar thermal","Terajoule","92,001.516",""
"2011","European Union - 27 countries (from 2020)","Indigenous production","Primary solid biofuels","Terajoule","3,427,605.204",""
"2011","European Union - 27 countries (from 2020)","Indigenous production","Biogases","Terajoule","362,947.543",""
"2011","European Union - 27 countries (from 2020)","Indigenous production","Renewable municipal waste","Terajoule","314,867.836",""
"2011","European Union - 28 countries (2013-2020)","Indigenous production","Geothermal","Terajoule","243,154.835",""
"2011","European Union - 28 countries (2013-2020)","Indigenous production","Solar thermal","Terajoule","93,800.516",""
"2011","European Union - 28 countries (2013-2020)","Indigenous production","Primary solid biofuels","Terajoule","3,516,983.204",""
"2011","European Union - 28 countries (2013-2020)","Indigenous production","Biogases","Terajoule","444,277.543",""
"2011","European Union - 28 countries (2013-2020)","Indigenous production","Renewable municipal waste","Terajoule","332,931.836",""
"2011","Euro area - 19 countries  (from 2015)","Indigenous production","Geothermal","Terajoule","235,389.835",""
"2011","Euro area - 19 countries  (from 2015)","Indigenous production","Solar thermal","Terajoule","88,713.432",""
"2011","Euro area - 19 countries  (from 2015)","Indigenous production","Primary solid biofuels","Terajoule","2,281,632.323",""
"2011","Euro area - 19 countries  (from 2015)","Indigenous production","Biogases","Terajoule","334,139.332",""
"2011","Euro area - 19 countries  (from 2015)","Indigenous production","Renewable municipal waste","Terajoule","259,572.836",""
"2011","Belgium","Indigenous production","Geothermal","Terajoule","93.000",""
"2011","Belgium","Indigenous production","Solar thermal","Terajoule","584.000",""
"2011","Belgium","Indigenous production","Primary solid biofuels","Terajoule","52,771.800",""
"2011","Belgium","Indigenous production","Biogases","Terajoule","5,799.000",""
"2011","Belgium","Indigenous production","Renewable municipal waste","Terajoule","13,213.200",""
"2011","Bulgaria","Indigenous production","Geothermal","Terajoule","1,380.000",""
"2011","Bulgaria","Indigenous production","Solar thermal","Terajoule","579.000",""
"2011","Bulgaria","Indigenous production","Primary solid biofuels","Terajoule","43,309.000",""
"2011","Bulgaria","Indigenous production","Biogases","Terajoule","139.000",""
"2011","Bulgaria","Indigenous production","Renewable municipal waste","Terajoule","10.000",""
"2011","Czechia","Indigenous production","Geothermal","Terajoule","0.000",""
"2011","Czechia","Indigenous production","Solar thermal","Terajoule","457.868",""
"2011","Czechia","Indigenous production","Primary solid biofuels","Terajoule","105,830.000",""
"2011","Czechia","Indigenous production","Biogases","Terajoule","10,460.000",""
"2011","Czechia","Indigenous production","Renewable municipal waste","Terajoule","3,345.000",""
"2011","Denmark","Indigenous production","Geothermal","Terajoule","166.000",""
"2011","Denmark","Indigenous production","Solar thermal","Terajoule","735.216",""
"2011","Denmark","Indigenous production","Primary solid biofuels","Terajoule","63,107.881",""
"2011","Denmark","Indigenous production","Biogases","Terajoule","4,107.211",""
"2011","Denmark","Indigenous production","Renewable municipal waste","Terajoule","21,135.000",""
"2011","Germany (until 1990 former territory of the FRG)","Indigenous production","Geothermal","Terajoule","3,326.000",""
"2011","Germany (until 1990 former territory of the FRG)","Indigenous production","Solar thermal","Terajoule","23,001.000",""
"2011","Germany (until 1990 former territory of the FRG)","Indigenous production","Primary solid biofuels","Terajoule","525,420.000",""
"2011","Germany (until 1990 former territory of the FRG)","Indigenous production","Biogases","Terajoule","217,384.000",""
"2011","Germany (until 1990 former territory of the FRG)","Indigenous production","Renewable municipal waste","Terajoule","100,671.000",""
"2011","Estonia","Indigenous production","Geothermal","Terajoule","0.000",""
"2011","Estonia","Indigenous production","Solar thermal","Terajoule","0.000",""
"2011","Estonia","Indigenous production","Primary solid biofuels","Terajoule","39,313.000",""
"2011","Estonia","Indigenous production","Biogases","Terajoule","137.000",""
"2011","Estonia","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2011","Ireland","Indigenous production","Geothermal","Terajoule","0.000",""
"2011","Ireland","Indigenous production","Solar thermal","Terajoule","362.728",""
"2011","Ireland","Indigenous production","Primary solid biofuels","Terajoule","7,637.678",""
"2011","Ireland","Indigenous production","Biogases","Terajoule","2,409.967",""
"2011","Ireland","Indigenous production","Renewable municipal waste","Terajoule","445.267",""
"2011","Greece","Indigenous production","Geothermal","Terajoule","664.900",""
"2011","Greece","Indigenous production","Solar thermal","Terajoule","10,116.000",""
"2011","Greece","Indigenous production","Primary solid biofuels","Terajoule","39,344.000",""
"2011","Greece","Indigenous production","Biogases","Terajoule","3,048.000",""
"2011","Greece","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2011","Spain","Indigenous production","Geothermal","Terajoule","703.000",""
"2011","Spain","Indigenous production","Solar thermal","Terajoule","29,791.363",""
"2011","Spain","Indigenous production","Primary solid biofuels","Terajoule","207,226.000",""
"2011","Spain","Indigenous production","Biogases","Terajoule","11,520.000",""
"2011","Spain","Indigenous production","Renewable municipal waste","Terajoule","8,166.000",""
"2011","France","Indigenous production","Geothermal","Terajoule","9,611.545",""
"2011","France","Indigenous production","Solar thermal","Terajoule","5,070.693",""
"2011","France","Indigenous production","Primary solid biofuels","Terajoule","360,277.813",""
"2011","France","Indigenous production","Biogases","Terajoule","18,683.660",""
"2011","France","Indigenous production","Renewable municipal waste","Terajoule","48,127.173",""
"2011","Croatia","Indigenous production","Geothermal","Terajoule","287.000",""
"2011","Croatia","Indigenous production","Solar thermal","Terajoule","254.000",""
"2011","Croatia","Indigenous production","Primary solid biofuels","Terajoule","59,017.000",""
"2011","Croatia","Indigenous production","Biogases","Terajoule","290.000",""
"2011","Croatia","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2011","Italy","Indigenous production","Geothermal","Terajoule","209,974.000",""
"2011","Italy","Indigenous production","Solar thermal","Terajoule","5,878.000",""
"2011","Italy","Indigenous production","Primary solid biofuels","Terajoule","200,000.000",""
"2011","Italy","Indigenous production","Biogases","Terajoule","46,218.000",""
"2011","Italy","Indigenous production","Renewable municipal waste","Terajoule","35,294.000",""
"2011","Cyprus","Indigenous production","Geothermal","Terajoule","44.000",""
"2011","Cyprus","Indigenous production","Solar thermal","Terajoule","2,625.000",""
"2011","Cyprus","Indigenous production","Primary solid biofuels","Terajoule","427.000",""
"2011","Cyprus","Indigenous production","Biogases","Terajoule","448.000",""
"2011","Cyprus","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2011","Latvia","Indigenous production","Geothermal","Terajoule","0.000",""
"2011","Latvia","Indigenous production","Solar thermal","Terajoule","0.000",""
"2011","Latvia","Indigenous production","Primary solid biofuels","Terajoule","72,873.000",""
"2011","Latvia","Indigenous production","Biogases","Terajoule","920.000",""
"2011","Latvia","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2011","Lithuania","Indigenous production","Geothermal","Terajoule","135.000",""
"2011","Lithuania","Indigenous production","Solar thermal","Terajoule","0.000",""
"2011","Lithuania","Indigenous production","Primary solid biofuels","Terajoule","41,167.000",""
"2011","Lithuania","Indigenous production","Biogases","Terajoule","463.000",""
"2011","Lithuania","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2011","Luxembourg","Indigenous production","Geothermal","Terajoule","0.000",""
"2011","Luxembourg","Indigenous production","Solar thermal","Terajoule","47.350",""
"2011","Luxembourg","Indigenous production","Primary solid biofuels","Terajoule","1,818.768",""
"2011","Luxembourg","Indigenous production","Biogases","Terajoule","510.897",""
"2011","Luxembourg","Indigenous production","Renewable municipal waste","Terajoule","463.207",""
"2011","Hungary","Indigenous production","Geothermal","Terajoule","4,371.000",""
"2011","Hungary","Indigenous production","Solar thermal","Terajoule","277.000",""
"2011","Hungary","Indigenous production","Primary solid biofuels","Terajoule","101,665.000",""
"2011","Hungary","Indigenous production","Biogases","Terajoule","2,540.000",""
"2011","Hungary","Indigenous production","Renewable municipal waste","Terajoule","1,742.000",""
"2011","Malta","Indigenous production","Geothermal","Terajoule","0.000",""
"2011","Malta","Indigenous production","Solar thermal","Terajoule","158.440",""
"2011","Malta","Indigenous production","Primary solid biofuels","Terajoule","0.000",""
"2011","Malta","Indigenous production","Biogases","Terajoule","59.000",""
"2011","Malta","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2011","Netherlands","Indigenous production","Geothermal","Terajoule","316.000",""
"2011","Netherlands","Indigenous production","Solar thermal","Terajoule","1,040.000",""
"2011","Netherlands","Indigenous production","Primary solid biofuels","Terajoule","47,176.000",""
"2011","Netherlands","Indigenous production","Biogases","Terajoule","11,968.000",""
"2011","Netherlands","Indigenous production","Renewable municipal waste","Terajoule","36,687.000",""
"2011","Austria","Indigenous production","Geothermal","Terajoule","1,363.390",""
"2011","Austria","Indigenous production","Solar thermal","Terajoule","6,918.858",""
"2011","Austria","Indigenous production","Primary solid biofuels","Terajoule","187,745.264",""
"2011","Austria","Indigenous production","Biogases","Terajoule","7,042.808",""
"2011","Austria","Indigenous production","Renewable municipal waste","Terajoule","5,795.989",""
"2011","Poland","Indigenous production","Geothermal","Terajoule","531.000",""
"2011","Poland","Indigenous production","Solar thermal","Terajoule","522.000",""
"2011","Poland","Indigenous production","Primary solid biofuels","Terajoule","265,888.000",""
"2011","Poland","Indigenous production","Biogases","Terajoule","5,732.000",""
"2011","Poland","Indigenous production","Renewable municipal waste","Terajoule","1,338.000",""
"2011","Portugal","Indigenous production","Geothermal","Terajoule","8,091.000",""
"2011","Portugal","Indigenous production","Solar thermal","Terajoule","2,491.000",""
"2011","Portugal","Indigenous production","Primary solid biofuels","Terajoule","119,450.000",""
"2011","Portugal","Indigenous production","Biogases","Terajoule","1,883.000",""
"2011","Portugal","Indigenous production","Renewable municipal waste","Terajoule","4,123.000",""
"2011","Romania","Indigenous production","Geothermal","Terajoule","997.000",""
"2011","Romania","Indigenous production","Solar thermal","Terajoule","2.000",""
"2011","Romania","Indigenous production","Primary solid biofuels","Terajoule","145,527.000",""
"2011","Romania","Indigenous production","Biogases","Terajoule","547.000",""
"2011","Romania","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2011","Slovenia","Indigenous production","Geothermal","Terajoule","800.000",""
"2011","Slovenia","Indigenous production","Solar thermal","Terajoule","373.000",""
"2011","Slovenia","Indigenous production","Primary solid biofuels","Terajoule","27,620.000",""
"2011","Slovenia","Indigenous production","Biogases","Terajoule","1,506.000",""
"2011","Slovenia","Indigenous production","Renewable municipal waste","Terajoule","0.000",""
"2011","Slovakia","Indigenous production","Geothermal","Terajoule","268.000",""
"2011","Slovakia","Indigenous production","Solar thermal","Terajoule","213.000",""
"2011","Slovakia","Indigenous production","Primary solid biofuels","Terajoule","32,811.000",""
"2011","Slovakia","Indigenous production","Biogases","Terajoule","1,918.000",""
"2011","Slovakia","Indigenous production","Renewable municipal waste","Terajoule","744.000",""
"2011","Finland","Indigenous production","Geothermal","Terajoule","0.000",""
"2011","Finland","Indigenous production","Solar thermal","Terajoule","43.000",""
"2011","Finland","Indigenous production","Primary solid biofuels","Terajoule","318,554.000",""
"2011","Finland","Indigenous production","Biogases","Terajoule","2,221.000",""
"2011","Finland","Indigenous production","Renewable municipal waste","Terajoule","5,843.000",""
"2011","Sweden","Indigenous production","Geothermal","Terajoule","0.000",""
"2011","Sweden","Indigenous production","Solar thermal","Terajoule","461.000",""
